address,category,closed_from,closed_to,closed_to_date,district,formatted_add,lat,lng,municipality,notes,retrieval_date,school,school_code,search_coo,status,status_date,latest_update,level,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,status_match
ΣΥΚΑΜΙΝΕΑ ΛΕΣΒΟΥ,,2021-01-21,03-02-2021,2021-02-03,,"Mithimna 811 04, Greece",39.3584886,26.2951511,ΔΥΤΙΚΗΣ ΛΕΣΒΟΥ,,2021-01-21,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΥΚΑΜΙΝΕΑΣ ΛΕΣΒΟΥ - ΣΤΡΑΤΗΣ ΜΥΡΙΒΗΛΗΣ,9330068.0,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΥΚΑΜΙΝΕΑΣ ΛΕΣΒΟΥ - ΣΤΡΑΤΗΣ ΜΥΡΙΒΗΛΗΣ,ΣΥΚΑΜΙΝΕΑ ΛΕΣΒΟΥ,ΔΥΤΙΚΗΣ ΛΕΣΒΟΥ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
ΑΓ.ΤΡΥΦΩΝΟΣ 18,,2021-01-18,02-02-2021,2021-02-02,,"Agiou Trifonos 18, Tripoli 221 00, Greece",37.5042544,22.3716107,ΤΡΙΠΟΛΗΣ,"Β1 (Β Τάξη), Β1-ΑΓΓΛΙΚΑ (Β Τάξη) από 18/1 έως και 29/1
Ζ0*Α1 (Α Τάξη), Ζ1*Α1 (Α Τάξη), Ζ0*Β1 (Β Τάξη), Ζ1*Β1 (Β Τάξη), Ζ0*Γ1 (Γ Τάξη), Ζ1*Γ1 (Γ Τάξη), Ζ0*Δ1 (Δ Τάξη), Ζ1*Δ1 (Δ Τάξη), Ζ0*Ε1 (Ε Τάξη), Ζ1*Ε1 (Ε Τάξη), Ζ0*ΣΤ1 (ΣΤ Τάξη), Ζ1*ΣΤ1 (ΣΤ Τάξη), ΣΤ1 (ΣΤ Τάξη), ΣΤ1-ΑΓΓΛΙΚΑ (ΣΤ Τάξη) από 20/1 έως και 2/2",2021-01-21,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΡΙΠΟΛΗΣ,9030102.0,"3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΡΙΠΟΛΗΣ,ΑΓ.ΤΡΥΦΩΝΟΣ 18,ΤΡΙΠΟΛΗΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΗΡΑΚΛΕΙΑΝΟΥ 36,,2021-01-20,02-02-2021,2021-02-02,,"Iraklianou 36, Larisa 414 47, Greece",39.64011680000001,22.4032557,ΛΑΡΙΣΑΙΩΝ,ΤΜΗΜΑ 3 (ΠΡΟΝΗΠΙΑ-ΝΗΠΙΑ Τάξη) από 20/1 έως και 2/2,2021-01-21,25ο ΝΗΠΙΑΓΩΓΕΙΟ ΛΑΡΙΣΑΣ,9310385.0,"25ο ΝΗΠΙΑΓΩΓΕΙΟ ΛΑΡΙΣΑΣ,ΗΡΑΚΛΕΙΑΝΟΥ 36,ΛΑΡΙΣΑΙΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΑΧΙΛΛΕΩΣ 34,,2021-01-20,02-02-2021,2021-02-02,,"Achilleos 34, Paleo Faliro 175 62, Greece",37.9243905,23.7015873,ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,"Γ1 ΤΑΞΗ (Γ Τάξη), Ε1 ΤΑΞΗ (Ε Τάξη) από 20/1 έως και 2/2",2021-01-21,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,9050202.0,"2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,ΑΧΙΛΛΕΩΣ 34,ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΑΜΠΕΛΟΚΗΠΩΝ,,2021-01-20,02-02-2021,2021-02-02,,"Polykastro 612 00, Greece",41.001731,22.5637722,ΠΑΙΟΝΙΑΣ,"Αγγλικά Δ Τάξη (Δ Τάξη), Αγγλικά Ολοημέρου Δ (Δ Τάξη), Δ ΤΑΞΗ (Δ Τάξη), Ενισχυτική Δ - Τμήμα 1 (Δ Τάξη), Ένταξης Δ τάξη Τμήμα 1 (Δ Τάξη), Ένταξης Δ τάξη Τμήμα 2 (Δ Τάξη), Ζ0*Δ2 (Δ Τάξη), Ζ1*Δ2 (Δ Τάξη), Ζ2*Δ2 (Δ Τάξη), Πρωινή Ζώνη Δ (Δ Τάξη) από 20/1 έως και 2/2",2021-01-21,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΟΛΥΚΑΣΤΡΟΥ,9260250.0,"3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΟΛΥΚΑΣΤΡΟΥ,ΑΜΠΕΛΟΚΗΠΩΝ,ΠΑΙΟΝΙΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΑΣΤΡΟΣ,,2021-01-21,03-02-2021,2021-02-03,,"Astros 220 01, Greece",37.4062645,22.720143,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,"ΑΓΓΛΙΚΑ Β (Β Τάξη), ΕΝΙΣΧΥΤΙΚΗ Β (Β Τάξη), Ζ0*Β1 (Β Τάξη), Ζ1*Β1 (Β Τάξη), ΤΑΞΗ Β (Β Τάξη), ΑΓΓΛΙΚΑ Ε (Ε Τάξη), ΓΑΛΛΙΚΑ Ε (Ε Τάξη), ΕΝΙΣΧΥΤΙΚΗ Ε (Ε Τάξη), ΕΝΤΑΞΗΣ Ε (Ε Τάξη), Ζ0*Ε1 (Ε Τάξη), Ζ1*Ε1 (Ε Τάξη), ΤΑΞΗ Ε (Ε Τάξη) από 21/1 έως και 3/2",2021-01-21,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΣΤΡΟΥΣ,9030244.0,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΣΤΡΟΥΣ,ΑΣΤΡΟΣ,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΔΩΔΕΚΑΝΗΣΟΥ 16,,2021-01-18,31-01-2021,2021-01-31,,"Efkarpia 564 29, Greece",40.6828347,22.9443757,ΠΑΥΛΟΥ ΜΕΛΑ,,2021-01-21,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΥΚΑΡΠΙΑΣ,9521103.0,"3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΥΚΑΡΠΙΑΣ,ΔΩΔΕΚΑΝΗΣΟΥ 16,ΠΑΥΛΟΥ ΜΕΛΑ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
ΑΧΑΡΝΩΝ 399,,2021-01-19,31-01-2021,2021-01-31,,"Acharnon 399, Athina 111 43, Greece",38.0213402,23.7296318,ΑΘΗΝΑΙΩΝ,Γ2 (Γ Τάξη) από 19/1 έως και 31/1,2021-01-21,39ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,9050459.0,"39ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,ΑΧΑΡΝΩΝ 399,ΑΘΗΝΑΙΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΑΝΩ ΜΕΡΑ ΜΥΚΟΝΟΥ,,2021-01-21,03-02-2021,2021-02-03,,"Ano Mera 846 00, Greece",37.450119,25.3872119,ΜΥΚΟΝΟΥ,Β1 (Β Τάξη) από 21/1 έως και 3/2,2021-01-21,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΝΩ ΜΕΡΑΣ ΜΥΚΟΝΟΥ,9290137.0,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΝΩ ΜΕΡΑΣ ΜΥΚΟΝΟΥ,ΑΝΩ ΜΕΡΑ ΜΥΚΟΝΟΥ,ΜΥΚΟΝΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΚΑΤΟΥΝΑ,,2021-01-20,02-02-2021,2021-02-02,,"Aktio-Vonitsa 300 04, Greece",38.7844481,21.1130317,ΑΚΤΙΟΥ-ΒΟΝΙΤΣΑΣ,"ΣΤ ΑΓΓ (ΣΤ Τάξη), ΣΤ ΓΑΛΛΙΚΑ (ΣΤ Τάξη), ΣΤ ΓΠ (ΣΤ Τάξη), ΣΤ ΕΝΙΣΧ (ΣΤ Τάξη), ΣΤ ΕΝΤΑΞΗΣ (ΣΤ Τάξη) από 20/1 έως και 2/2",2021-01-21,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΟΥΝΑΣ,9010231.0,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΟΥΝΑΣ,ΚΑΤΟΥΝΑ,ΑΚΤΙΟΥ-ΒΟΝΙΤΣΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΣΚΡΑ 2,,2021-01-19,01-02-2021,2021-02-01,,"Pella 580 05, Greece",40.8245929,22.5914174,ΠΕΛΛΑΣ,"Ε΄ΔΗΜΟΤΙΚΟΥ (Ε Τάξη), Ε΄ΑΓΓΛΙΚΑ (Ε Τάξη), Ε΄ΓΑΛΛΙΚΑ (Ε Τάξη), Ε΄ΕΝΙΣΧΥΤ ΔΕΜΕΡΤΖΗ (Ε Τάξη), Ε΄ΕΝΙΣΧΥΤ ΠΕΤΡΙΔΗΣ (Ε Τάξη), Ε΄ΕΝΤΑΞΗΣ (Ε Τάξη), Ε΄ΠΡΩΙΝΗ ΖΩΝΗ (Ε Τάξη), Ζ0*Ε1 (Ε Τάξη), Ζ1*Ε1 (Ε Τάξη), Ζ2*Ε1 (Ε Τάξη) από 19/1 έως και 1/2",2021-01-21,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΥΡΩΝ,9380096.0,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΥΡΩΝ,ΣΚΡΑ 2,ΠΕΛΛΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-28,Δημοτικά,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΝΟΣΟΚΟΜΕΙΟΥ 33,,2021-01-15,28-01-2021,2021-01-28,,"Nosokomiou 31, Ptolemaida 502 00, Greece",40.5163854,21.6755746,ΕΟΡΔΑΙΑΣ,"Ε1 (Ε Τάξη), Ε1 ΑΓΓΛΙΚΩΝ (Ε Τάξη), Ε1 Γερμανικών (Ε Τάξη), Ζ0*Ε1 (Ε Τάξη), Ζ2*Ε1 (Ε Τάξη), Τμήμα Ενισχυτικής Διδασκαλίας Ε1 (Ε Τάξη), ΠΡΩΙΝΗ ΖΩΝΗ  Ε (Ε Τάξη) από 15/1 έως και 28/1",2021-01-21,4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΤΟΛΕΜΑΪΔΑΣ,9270095.0,"4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΤΟΛΕΜΑΪΔΑΣ,ΝΟΣΟΚΟΜΕΙΟΥ 33,ΕΟΡΔΑΙΑΣ",Επαναλειτουργία τμημάτων/τάξεων,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,True
ΠΥΡΓΕΤΟΣ,,2021-01-20,02-02-2021,2021-02-02,,"Pyrgetos 400 07, Greece",39.9191621,22.5897076,ΤΕΜΠΩΝ,,2021-01-21,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΥΡΓΕΤΟΥ,9310249.0,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΥΡΓΕΤΟΥ,ΠΥΡΓΕΤΟΣ,ΤΕΜΠΩΝ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-21,Δημοτικά,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
ΨΑΡΩΝ 69,,2021-01-14,25-01-2021,2021-01-25,,"Psaron 69, Koridallos 181 20, Greece",37.9795243,23.6517493,ΚΟΡΥΔΑΛΛΟΥ,,2021-01-21,ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΓΙΑΝΝΑΚΗ ΣΤΑΜΑΤΙΝΑ,7541047.0,"ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΓΙΑΝΝΑΚΗ ΣΤΑΜΑΤΙΝΑ,ΨΑΡΩΝ 69,ΚΟΡΥΔΑΛΛΟΥ",Επαναλειτουργία σχολείου,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Επαναλειτουργία σχολείου,Επαναλειτουργία σχολείου,Επαναλειτουργία σχολείου,Επαναλειτουργία σχολείου,Επαναλειτουργία σχολείου,True
ΑΓ. ΝΙΚΟΛΑΟΥ 2,,2021-01-18,29-01-2021,2021-01-29,,"Perama, Greece",37.9656089,23.5677089,ΠΕΡΑΜΑΤΟΣ,"Αγγλ.Στ1 (ΣΤ Τάξη), ΣΤ1 (ΣΤ Τάξη), Τ.Ε.-ΣΤ1 (ΣΤ Τάξη) από 18/1 έως και 29/1",2021-01-21,3ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΑΜΑΤΟΣ,9520172.0,"3ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΑΜΑΤΟΣ,ΑΓ. ΝΙΚΟΛΑΟΥ 2,ΠΕΡΑΜΑΤΟΣ",Επαναλειτουργία τμημάτων/τάξεων,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,True
ΚΑΛΛΙΣΘΕΝΗ  2,,2021-01-20,02-02-2021,2021-02-02,,"Kalisthenous, Theofilou ke, Larisa 413 35, Greece",39.6155463,22.4259714,ΛΑΡΙΣΑΙΩΝ,,2021-01-21,22ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ,9310113.0,"22ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ,ΚΑΛΛΙΣΘΕΝΗ  2,ΛΑΡΙΣΑΙΩΝ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-21,Δημοτικά,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
ΜΑΝΔΗΛΑΡΑ 1,,2021-01-15,03-02-2021,2021-01-26,,"Nikiforou Mandilara 1, Marousi 151 26, Greece",38.055436,23.8217699,ΑΜΑΡΟΥΣΙΟΥ,"Β2 (Β Τάξη) από 21/1 έως και 3/2
Δ2 (Δ Τάξη) από 15/1 έως και 28/1",2021-01-21,10ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,9050955.0,"10ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,ΜΑΝΔΗΛΑΡΑ 1,ΑΜΑΡΟΥΣΙΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-27,Δημοτικά,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,False
ΚΑΛΑΜΑΚΙ,,2021-01-21,02-02-2021,2021-02-02,,"Eolou 4, Larisa 412 21, Greece",39.6357411,22.4295438,ΚΙΛΕΛΕΡ,,2021-01-21,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΑΜΑΚΙ,9310407.0,"ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΑΜΑΚΙ,ΚΑΛΑΜΑΚΙ,ΚΙΛΕΛΕΡ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
ΘΗΒΩΝ ΚΑΙ ΚΟΥΝΤΟΥΡΙΩΤΟΥ 14,,2021-01-19,01-02-2021,2021-02-01,,"Kountouriotou 14, Egaleo 122 43, Greece",37.9957915,23.6812817,ΑΙΓΑΛΕΩ,"Β (Β Τάξη), Β - ΑΓΓΛΙΚΑ (Β Τάξη), Ε (Ε Τάξη), Ε - ΑΓΓΛΙΚΑ (Ε Τάξη) από 19/1 έως και 1/2",2021-01-21,"8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΙΓΑΛΕΩ ""ΚΩΣΤΑΣ ΚΡΥΣΤΑΛΛΗΣ""",9050366.0,"8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΙΓΑΛΕΩ ""ΚΩΣΤΑΣ ΚΡΥΣΤΑΛΛΗΣ"",ΘΗΒΩΝ ΚΑΙ ΚΟΥΝΤΟΥΡΙΩΤΟΥ 14,ΑΙΓΑΛΕΩ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΑΣΠΡΟΣ,,2021-01-20,02-02-2021,2021-02-02,,"Aspros 612 00, Greece",40.8992922,22.6294369,ΠΑΙΟΝΙΑΣ,,2021-01-21,ΝΗΠΙΑΓΩΓΕΙΟ ΑΣΠΡΟΥ,9260225.0,"ΝΗΠΙΑΓΩΓΕΙΟ ΑΣΠΡΟΥ,ΑΣΠΡΟΣ,ΠΑΙΟΝΙΑΣ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
ΑΜΠΕΛΑΚΙΑ,,2021-01-18,31-01-2021,2021-01-31,,"Rizario 421 00, Greece",39.5366362,21.8017102,ΤΡΙΚΚΑΙΩΝ,,2021-01-21,ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΠΕΛΑΚΙΩΝ ΤΡΙΚΑΛΩΝ,9450329.0,"ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΠΕΛΑΚΙΩΝ ΤΡΙΚΑΛΩΝ,ΑΜΠΕΛΑΚΙΑ,ΤΡΙΚΚΑΙΩΝ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
ΑΡΣΑΚΗ 1 Π. ΨΥΧΙΚΟ,,2021-01-20,02-02-2021,2021-02-02,,"154 52, Arsaki 1, Psichiko 154 52, Greece",38.0144525,23.7776434,ΦΙΛΟΘΕΗΣ - ΨΥΧΙΚΟΥ,Γ1 (Γ Τάξη) από 20/1 έως και 2/2,2021-01-21,ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΨΥΧΙΚΟ - Β ΑΡΣΑΚΕΙΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΨΥΧΙΚΟΥ ΤΗΣ ΦΙΛΕΚΠΑΙΔΕΥΤΙΚΗΣ ΕΤΑΙΡΕΙΑΣ,7052004.0,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΨΥΧΙΚΟ - Β ΑΡΣΑΚΕΙΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΨΥΧΙΚΟΥ ΤΗΣ ΦΙΛΕΚΠΑΙΔΕΥΤΙΚΗΣ ΕΤΑΙΡΕΙΑΣ,ΑΡΣΑΚΗ 1 Π. ΨΥΧΙΚΟ,ΦΙΛΟΘΕΗΣ - ΨΥΧΙΚΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΧΑΤΖΟΠΟΥΛΟΥ 1,,2021-01-21,02-02-2021,2021-02-02,,"Chatzopoulou ke Karkavitsa, Larisa 412 21, Greece",39.6436537,22.4326769,ΛΑΡΙΣΑΙΩΝ,ΣΤ2 (ΣΤ Τάξη) από 21/1 έως και 2/2,2021-01-21,15ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ,9310217.0,"15ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ,ΧΑΤΖΟΠΟΥΛΟΥ 1,ΛΑΡΙΣΑΙΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
Μ.ΑΛΕΞΑΝΔΡΟΥ ΚΑΙ ΚΟΡΥΤΣΑΣ,,2021-01-20,01-02-2021,2021-02-01,,"Megalou Alexandrou & Koritsas, Zografou 157 73, Greece",37.9835029,23.7749302,ΖΩΓΡΑΦΟΥ,,2021-01-21,17ο ΝΗΠΙΑΓΩΓΕΙΟ ΖΩΓΡΑΦΟΥ,9051624.0,"17ο ΝΗΠΙΑΓΩΓΕΙΟ ΖΩΓΡΑΦΟΥ,Μ.ΑΛΕΞΑΝΔΡΟΥ ΚΑΙ ΚΟΡΥΤΣΑΣ,ΖΩΓΡΑΦΟΥ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
