names,prize_money,best_rank,overall_surface_pct,hard_surface_pct,clay_surface_pct,grass_surface_pct,ranksDiff1,ranksDiff2,ranksDiff3,best_rank_std,age_turned_pro,age,plays,backhand,favorite_surface,hard_titles_std,clay_titles_std,titles_std,prize_money_std
Feliciano Lopez,777932.27,12,0.52,0.51,0.49,0.65,112.0,97.0,34.0,18.0,15.0,38.0,2,2,9,0.0909090909090909,0.0454545454545455,0.31818181818181795,13.5643947428156
Nicolas Mahut,513113.95,37,0.44,0.41,0.3,0.62,172.0,53.0,175.0,14.0,18.0,38.0,3,2,9,,,0.2,13.1482532242432
Tommy Robredo,636963.57,5,0.6,0.56,0.66,0.54,101.0,1.0,9.0,8.0,15.0,37.0,3,2,4,0.0476190476190476,0.523809523809524,0.5714285714285711,13.364467742966001
Paolo Lorenzi,351977.79,33,0.38,0.36,0.42,0.2,99.0,415.0,134.0,14.0,21.0,38.0,3,3,15,,0.0714285714285714,0.0714285714285714,12.7713233559987
Ivo Karlovic,468826.9,14,0.52,0.52,0.42,0.63,93.0,8.0,128.0,8.0,21.0,41.0,3,2,9,0.19047619047619,0.0476190476190476,0.38095238095238104,13.057988896144801
Roger Federer,5618777.87,1,0.82,0.83,0.76,0.87,16.0,7.0,4.0,6.0,16.0,38.0,3,2,9,3.08695652173913,0.4782608695652171,4.4782608695652195,15.5416247373677
Guillermo Garcia Lopez,470796.06,23,0.46,0.42,0.5,0.48,501.0,132.0,115.0,9.0,18.0,36.0,3,2,16,0.11764705882352902,0.17647058823529396,0.294117647058824,13.062180285599199
Jo Wilfried Tsonga,1379538.44,5,0.68,0.68,0.64,0.69,399.0,106.0,231.0,8.0,18.0,34.0,3,3,6,1.0625,0.0625,1.125,14.137259537419801
Fernando Verdasco,913358.47,7,0.57,0.54,0.61,0.55,291.0,64.0,73.0,8.0,17.0,36.0,2,3,4,0.10526315789473699,0.263157894736842,0.368421052631579,13.724883711215199
Andreas Seppi,587859.78,18,0.48,0.46,0.5,0.57,444.0,113.0,94.0,11.0,18.0,36.0,3,3,9,0.0555555555555556,0.0555555555555556,0.166666666666667,13.2842437290547
Philipp Kohlschreiber,674084.05,16,0.56,0.54,0.57,0.6,512.0,39.0,120.0,11.0,17.0,36.0,3,2,14,0.0526315789473684,0.315789473684211,0.421052631578947,13.421110085383699
Teymuraz Gabashvili,291151.07,43,0.37,0.36,0.39,0.27,71.0,596.0,23.0,15.0,15.0,34.0,3,3,12,,,,12.5815975523401
Rafael Nadal,6294819.0,1,0.83,0.78,0.92,0.78,611.0,151.0,2.0,7.0,14.0,33.0,2,3,4,1.1578947368421102,3.1052631578947403,4.47368421052632,15.655237472068698
Jurgen Melzer,519159.4,8,0.51,0.51,0.52,0.53,190.0,77.0,12.0,12.0,17.0,38.0,3,3,2,0.2,0.05,0.25,13.159966244087999
Dustin Brown,264191.91,64,0.39,0.34,0.4,0.45,198.0,293.0,198.0,14.0,17.0,35.0,3,3,9,,,,12.484431049859701
Stan Wawrinka,1877237.72,3,0.64,0.64,0.67,0.5,489.0,3.0,114.0,12.0,16.0,34.0,3,2,15,0.5,0.38888888888888895,0.8888888888888891,14.4453119564572
Richard Gasquet,953971.42,7,0.63,0.62,0.62,0.67,68.0,14.0,91.0,5.0,15.0,33.0,3,2,9,0.421052631578947,0.157894736842105,0.7894736842105259,13.7683889919104
David Ferrer,1749106.17,3,0.66,0.64,0.7,0.63,197.0,150.0,12.0,13.0,17.0,37.0,3,3,4,0.666666666666667,0.7222222222222221,1.5,14.3746154554174
Go Soeda,135495.27,47,0.38,0.37,0.31,0.24,249.0,133.0,200.0,,,35.0,3,3,3,,,,11.816692010943502
Carlos Berlocq,296433.93,37,0.41,0.33,0.46,0.25,292.0,364.0,10.0,11.0,18.0,37.0,3,2,4,,0.14285714285714302,0.14285714285714302,12.5995796395367
Marcel Granollers,772940.57,19,0.45,0.41,0.48,0.45,445.0,119.0,110.0,9.0,16.0,33.0,3,3,16,0.0714285714285714,0.214285714285714,0.28571428571428603,13.5579574423371
Gilles Muller,315361.79,21,0.52,0.53,0.46,0.56,305.0,280.0,60.0,16.0,17.0,36.0,2,3,6,0.0526315789473684,,0.10526315789473699,12.661475798423199
Dudi Sela,259822.33,29,0.42,0.45,0.19,0.48,214.0,49.0,138.0,7.0,16.0,34.0,3,2,6,,,,12.4677533302564
Daniel Gimeno Traver,227631.36,48,0.36,0.25,0.42,0.1,619.0,12.0,75.0,9.0,18.0,34.0,3,3,4,,,,12.3354827573315
Julien Benneteau,530930.11,25,0.48,0.49,0.41,0.47,149.0,18.0,115.0,14.0,18.0,38.0,3,3,3,,,,13.182385671975801
Novak Djokovic,,1,0.83,0.84,0.8,0.84,493.0,108.0,62.0,8.0,15.0,32.0,3,3,6,3.4705882352941204,0.823529411764706,4.64705882352941,
Yen Hsun Lu,282170.35,33,0.42,0.42,0.24,0.44,351.0,2.0,103.0,9.0,17.0,36.0,3,3,6,,,,12.5502662455528
Viktor Troicki,575913.2,12,0.52,0.53,0.51,0.52,181.0,449.0,126.0,5.0,20.0,34.0,3,3,2,0.2,,0.2,13.263712233878
Florian Mayer,485266.13,18,0.48,0.44,0.5,0.59,480.0,143.0,215.0,10.0,17.0,36.0,3,3,9,,0.0666666666666667,0.133333333333333,13.0924527410764
Rogerio Dutra Silva,166942.0,63,0.32,0.29,0.36,0.01,138.0,144.0,351.0,14.0,19.0,36.0,3,2,15,,,,12.025401725685198
Janko Tipsarevic,506824.94,8,0.53,0.54,0.52,0.53,453.0,22.0,44.0,10.0,17.0,35.0,3,3,2,0.17647058823529396,0.0588235294117647,0.23529411764705901,13.1359209369523
Ruben Ramirez Hidalgo,167582.5,50,0.34,0.19,0.39,0.01,179.0,13.0,61.0,8.0,20.0,42.0,3,3,4,,,,12.029231046304
Mischa Zverev,403370.93,25,0.4,0.41,0.32,0.5,35.0,26.0,444.0,12.0,17.0,32.0,2,3,9,,,0.0714285714285714,12.9076118394366
Mikhail Youzhny,713222.5,8,0.54,0.55,0.51,0.57,55.0,26.0,11.0,9.0,16.0,37.0,3,2,3,0.3,0.15,0.5,13.477548712426401
Gael Monfils,1054753.88,6,0.64,0.66,0.61,0.59,686.0,209.0,16.0,12.0,17.0,33.0,3,3,10,0.529411764705882,0.0588235294117647,0.588235294117647,13.8688180085766
Andy Murray,4102933.8,1,0.77,0.78,0.7,0.84,129.0,347.0,47.0,11.0,17.0,32.0,3,3,9,2.2666666666666697,0.2,3.06666666666667,15.227212836758499
Marco Chiudinelli,134908.0,52,0.35,0.35,0.26,0.4,16.0,109.0,33.0,10.0,18.0,38.0,3,3,3,,,,11.812348343624999
Marcos Baghdatis,557432.31,8,0.56,0.57,0.43,0.58,376.0,38.0,104.0,3.0,17.0,34.0,3,3,6,0.1875,,0.25,13.2310963579044
Gilles Simon,869037.88,6,0.58,0.58,0.58,0.57,310.0,53.0,79.0,7.0,17.0,35.0,3,3,2,0.529411764705882,0.294117647058824,0.823529411764706,13.675141993631199
Sergiy Stakhovsky,314649.47,31,0.45,0.46,0.38,0.48,198.0,151.0,11.0,7.0,17.0,34.0,3,2,6,0.17647058823529396,,0.23529411764705901,12.659214504542401
Simone Bolelli,360726.07,36,0.43,0.36,0.48,0.52,354.0,19.0,123.0,6.0,17.0,34.0,3,2,16,,,,12.7958741404096
Stephane Robert,218865.73,50,0.34,0.36,0.31,0.33,573.0,103.0,27.0,15.0,20.0,39.0,3,3,2,,,,12.2962137157501
Radek Stepanek,597024.42,8,0.56,0.56,0.55,0.6,265.0,479.0,17.0,10.0,17.0,41.0,3,3,2,0.263157894736842,,0.263157894736842,13.299713296060801
Jaroslav Pospisil,179194.67,103,0.12,0.33,0.01,0.01,157.0,99.0,338.0,,,39.0,3,1,1,,,,12.096228035777099
Lukasz Kubot,590473.08,41,0.43,0.36,0.47,0.5,147.0,13.0,69.0,8.0,19.0,37.0,3,3,16,,,,13.288679325096
Jan Mertl,300402.5,163,0.67,0.99,0.5,,87.0,52.0,229.0,5.0,20.0,38.0,3,1,1,,,,12.6128785210745
Daniel Munoz De La Nava,138074.38,68,0.24,0.3,0.22,,205.0,241.0,276.0,17.0,17.0,38.0,2,3,10,,,,11.835547804446099
Frank Dancevic,117914.62,65,0.38,0.38,0.05,0.48,233.0,30.0,17.0,4.0,18.0,35.0,3,2,3,,,,11.6777160822304
Lamine Ouahab,38605.17,114,0.5,0.38,0.53,,361.0,76.0,114.0,7.0,17.0,35.0,3,3,4,,,,10.561141484307901
Giovanni Lapentti,49029.0,110,0.34,0.46,0.24,0.33,505.0,142.0,149.0,3.0,19.0,37.0,3,3,10,,,,10.8001672387612
Fabio Fognini,841913.38,9,0.54,0.48,0.59,0.51,415.0,58.0,152.0,15.0,16.0,32.0,3,3,4,0.0625,0.5,0.5625,13.643432413823302
Flavio Cipolla,203031.25,70,0.35,0.38,0.36,0.12,319.0,51.0,70.0,9.0,19.0,36.0,3,2,15,,,,12.2211151870629
Filippo Volandri,263308.73,25,0.44,0.13,0.54,0.15,48.0,60.0,106.0,10.0,15.0,38.0,3,2,4,,0.133333333333333,0.133333333333333,12.4810825010305
Santiago Giraldo,61.57,28,0.45,0.39,0.51,0.43,390.0,152.0,34.0,8.0,18.0,32.0,3,3,4,,,,4.12017473892312
Adrian Menendez Maceiras,199829.83,111,0.25,0.29,0.17,0.25,298.0,76.0,208.0,10.0,19.0,34.0,3,3,10,,,,12.2052214333519
Jan Hernych,143583.67,59,0.4,0.42,0.32,0.48,93.0,35.0,34.0,11.0,18.0,40.0,3,3,9,,,,11.8746732104669
Maximo Gonzalez,203559.91,58,0.32,0.19,0.37,0.01,50.0,250.0,265.0,7.0,18.0,36.0,3,3,4,,,,12.2237156385726
Michal Przysiezny,103031.92,57,0.29,0.28,0.21,0.33,50.0,135.0,107.0,13.0,17.0,36.0,3,2,3,,,,11.542794122114401
Albert Montanes,345078.82,22,0.47,0.3,0.53,0.32,109.0,13.0,3.0,11.0,18.0,39.0,3,3,4,,0.3529411764705879,0.3529411764705879,12.7515281336877
Nicolas Almagro,672014.62,9,0.59,0.47,0.66,0.47,106.0,582.0,53.0,8.0,17.0,34.0,3,2,4,,0.8125,0.8125,13.418035375220999
Konstantin Kravchuk,114634.22,78,0.26,0.22,0.5,0.2,28.0,295.0,2.0,12.0,19.0,35.0,3,3,14,,,,11.649501642529
Lleyton Hewitt,1043996.7,1,0.7,0.7,0.64,0.76,6.0,1.0,16.0,3.0,17.0,39.0,3,3,9,1.0,0.1,1.5,13.8585668865002
Tomas Berdych,1734784.0,4,0.65,0.65,0.63,0.68,285.0,68.0,21.0,13.0,16.0,34.0,3,3,14,0.529411764705882,0.11764705882352902,0.7647058823529409,14.3663934679356
Igor Sijsling,216377.5,52,0.36,0.35,0.3,0.44,101.0,481.0,83.0,9.0,17.0,32.0,3,2,9,,,,12.284779846426801
Teodor Dacian Craciun,,218,,,,,141.0,253.0,51.0,9.0,17.0,39.0,3,3,1,,,,
Denis Istomin,372861.12,33,0.47,0.46,0.45,0.54,662.0,4.0,30.0,8.0,17.0,33.0,3,3,9,0.0625,,0.125,12.8289612968533
Steve Darcis,220764.13,38,0.47,0.47,0.47,0.46,114.0,215.0,330.0,14.0,18.0,35.0,3,2,2,0.0666666666666667,0.0666666666666667,0.133333333333333,12.3048501254777
Kevin Anderson,1163846.71,5,0.59,0.61,0.53,0.59,101.0,249.0,296.0,11.0,20.0,33.0,3,3,6,0.42857142857142894,,0.42857142857142894,13.9672412061614
Dmitry Tursunov,394675.0,20,0.51,0.52,0.4,0.57,146.0,146.0,222.0,6.0,17.0,37.0,3,3,3,0.33333333333333304,,0.46666666666666706,12.8858179203999
Michael Berrer,212823.15,42,0.38,0.41,0.3,0.29,127.0,152.0,26.0,11.0,18.0,39.0,2,2,10,,,,12.2682168181267
Tobias Kamke,216612.27,64,0.38,0.37,0.36,0.46,93.0,271.0,235.0,7.0,17.0,33.0,3,3,9,,,,12.285864260144
Paul Henri Mathieu,370534.88,12,0.48,0.46,0.49,0.42,125.0,114.0,47.0,9.0,17.0,38.0,3,3,3,,0.11764705882352902,0.23529411764705901,12.822702862337
Frederico Gil,145393.3,62,0.47,0.39,0.55,0.12,344.0,125.0,10.0,8.0,17.0,34.0,3,3,4,,,,11.8871977632399
Malek Jaziri,294278.0,42,0.41,0.42,0.43,0.3,168.0,201.0,158.0,16.0,19.0,36.0,3,3,15,,,,12.5922801777746
Ernests Gulbis,453547.06,10,0.51,0.5,0.52,0.38,277.0,80.0,8.0,10.0,15.0,31.0,3,3,3,0.3125,0.0625,0.375,13.024854313826099
Sam Querrey,794143.47,11,0.56,0.56,0.45,0.64,485.0,67.0,24.0,12.0,18.0,32.0,3,3,9,0.5333333333333329,0.0666666666666667,0.666666666666667,13.5850194166015
Blaz Kavcic,163640.09,68,0.39,0.37,0.42,0.2,458.0,60.0,106.0,7.0,18.0,33.0,3,3,15,,,,12.005424722031
Toshihide Matsui,98480.67,261,0.67,0.6,,,237.0,72.0,223.0,,,41.0,3,3,1,,,,11.4976155642471
Juan Monaco,577459.79,10,0.56,0.46,0.63,0.39,315.0,146.0,251.0,10.0,17.0,35.0,3,3,4,0.0714285714285714,0.5714285714285711,0.6428571428571429,13.2663940912483
Robin Haase,508178.29,33,0.46,0.44,0.51,0.4,502.0,53.0,2.0,7.0,17.0,32.0,3,3,4,,0.14285714285714302,0.14285714285714302,13.1385876295539
Michael Russell,156858.0,60,0.34,0.37,0.26,0.3,68.0,70.0,345.0,9.0,19.0,41.0,3,3,10,,,,11.9630962164622
Jimmy Wang,87971.23,85,0.46,0.46,0.29,0.39,516.0,197.0,26.0,5.0,16.0,35.0,3,3,3,,,,11.3847651081883
Lukas Lacko,232969.07,44,0.4,0.42,0.2,0.42,190.0,92.0,186.0,8.0,17.0,32.0,3,3,6,,,,12.358660976955099
Tommy Haas,680499.35,2,0.63,0.64,0.59,0.63,15.0,3.0,6.0,6.0,17.0,41.0,3,2,2,0.55,0.1,0.75,13.430582145893199
Pablo Andujar,411965.85,32,0.41,0.29,0.51,0.12,611.0,146.0,69.0,11.0,18.0,34.0,3,3,4,,0.307692307692308,0.307692307692308,12.9286957365467
Adrian Mannarino,531070.77,22,0.46,0.46,0.26,0.59,457.0,122.0,190.0,14.0,15.0,31.0,2,3,9,,,0.0769230769230769,13.1826505681797
Matthias Bachinger,142133.73,85,0.36,0.39,0.37,0.22,316.0,159.0,52.0,6.0,17.0,32.0,3,3,15,,,,11.8645236539685
Lukas Rosol,300705.64,26,0.44,0.39,0.52,0.4,328.0,17.0,89.0,10.0,18.0,34.0,3,3,4,0.0714285714285714,0.0714285714285714,0.14285714285714302,12.613887125036198
Jeremy Chardy,577229.53,25,0.5,0.48,0.53,0.48,303.0,69.0,117.0,8.0,18.0,33.0,3,3,2,,0.0666666666666667,0.0666666666666667,13.2659952653493
Matteo Viola,123883.8,118,0.24,0.33,0.01,0.01,142.0,154.0,402.0,9.0,16.0,32.0,3,3,10,,,,11.727099308463302
Marc Fornell Mestres,,236,0.01,,0.01,,94.0,178.0,66.0,,,38.0,3,1,1,,,,
Pablo Cuevas,530023.94,19,0.53,0.41,0.6,0.41,480.0,124.0,117.0,12.0,18.0,34.0,3,2,4,,0.375,0.375,13.1806774543195
Potito Starace,315379.17,27,0.46,0.31,0.53,0.08,84.0,200.0,33.0,6.0,19.0,38.0,3,3,4,,,,12.6615309082103
Victor Hanescu,306932.21,26,0.45,0.34,0.54,0.41,265.0,40.0,102.0,10.0,17.0,38.0,3,2,4,,0.0714285714285714,0.0714285714285714,12.634382187854
Ivo Klec,68838.17,184,0.22,0.2,0.25,,282.0,309.0,264.0,7.0,18.0,39.0,3,3,1,,,,11.1395136665904
Leonardo Mayer,499417.46,21,0.48,0.43,0.53,0.46,453.0,67.0,64.0,12.0,15.0,32.0,3,2,4,,0.153846153846154,0.153846153846154,13.121197618171001
Carlos Salamanca,55554.83,137,0.38,0.01,0.75,,197.0,48.0,446.0,9.0,18.0,37.0,2,3,1,,,,10.9251257399828
Donald Young,308544.0,38,0.4,0.42,0.22,0.38,59.0,394.0,38.0,8.0,14.0,30.0,2,3,6,,,,12.639619737765301
Alejandro Falla,193833.19,50,0.4,0.39,0.43,0.39,291.0,148.0,104.0,12.0,16.0,36.0,2,3,2,,,,12.1747532228056
Thomaz Bellucci,444565.67,21,0.48,0.39,0.56,0.33,295.0,381.0,117.0,5.0,17.0,32.0,2,3,4,,0.33333333333333304,0.33333333333333304,13.004853062056402
Takao Suzuki,48613.27,102,0.52,0.48,0.6,0.17,65.0,89.0,69.0,3.0,18.0,43.0,3,2,3,,,,10.791651817885999
Frederik Nielsen,91571.0,190,0.45,0.44,0.3,0.01,82.0,164.0,75.0,10.0,17.0,36.0,3,3,3,,,,11.4248699066493
Ti Chen,32535.0,184,0.43,0.36,0.99,0.01,103.0,32.0,16.0,13.0,18.0,36.0,3,3,10,,,,10.3900717119291
Marin Cilic,1716626.0,3,0.65,0.65,0.62,0.7,417.0,99.0,48.0,13.0,16.0,31.0,3,3,9,0.875,0.125,1.125,14.355871294370802
Jarkko Nieminen,430185.83,13,0.54,0.54,0.56,0.44,247.0,21.0,4.0,6.0,18.0,38.0,2,3,12,0.111111111111111,,0.111111111111111,12.971972557105
John Isner,1333564.71,8,0.62,0.63,0.54,0.67,110.0,738.0,38.0,11.0,21.0,34.0,3,3,9,0.7142857142857142,0.0714285714285714,1.07142857142857,14.103366147861
David Guez,85605.38,116,0.11,0.14,0.01,,346.0,190.0,6.0,8.0,19.0,37.0,3,3,10,,,,11.357503410622098
Florent Serra,241253.25,36,0.42,0.42,0.46,0.35,190.0,123.0,16.0,6.0,19.0,39.0,3,3,4,0.0833333333333333,0.0833333333333333,0.166666666666667,12.3936024906131
Juan Martin Del Potro,1849256.14,3,0.72,0.72,0.7,0.7,65.0,48.0,35.0,13.0,16.0,31.0,3,3,2,1.28571428571429,0.28571428571428603,1.57142857142857,14.430294029709598
Rajeev Ram,297039.62,56,0.38,0.33,0.36,0.54,99.0,140.0,102.0,12.0,19.0,35.0,3,2,9,,,0.125,12.6016208095612
Farrukh Dustov,42171.67,98,0.3,0.33,0.39,0.01,157.0,229.0,308.0,12.0,16.0,33.0,3,1,15,,,,10.649503947569
Daniel Brands,167792.38,51,0.39,0.39,0.38,0.41,175.0,306.0,70.0,8.0,17.0,32.0,3,2,2,,,,12.0304826607803
Luca Vanni,79524.4,100,0.22,0.1,0.33,0.01,57.0,364.0,356.0,9.0,20.0,34.0,3,3,4,,,,11.283819171791599
Horacio Zeballos,510721.8,39,0.41,0.37,0.45,0.15,183.0,217.0,10.0,10.0,17.0,34.0,2,2,4,,0.1,0.1,13.143580298233399
Nikolay Davydenko,1079098.67,3,0.59,0.59,0.61,0.33,54.0,2.0,37.0,7.0,17.0,38.0,3,3,3,0.5333333333333329,0.666666666666667,1.4,13.8916366858425
Illya Marchenko,168860.82,49,0.41,0.46,0.17,0.32,8.0,226.0,111.0,11.0,17.0,32.0,3,3,10,,,,12.036830104305501
Danai Udomchoke,60842.78,77,0.46,0.47,0.46,0.32,15.0,72.0,49.0,10.0,15.0,38.0,3,2,3,,,,11.0160484389519
Mardy Fish,492802.73,7,0.58,0.6,0.47,0.64,164.0,57.0,64.0,11.0,18.0,38.0,3,3,6,0.266666666666667,0.0666666666666667,0.4,13.1078642309588
Jan Hajek,142726.7,71,0.31,0.17,0.45,0.01,242.0,189.0,105.0,6.0,16.0,36.0,3,3,4,,,,11.868686891779198
Rik De Voest,103845.46,110,0.38,0.42,0.22,0.27,36.0,202.0,57.0,7.0,18.0,39.0,3,3,10,,,,11.550659111449301
Andrea Arnaboldi,152869.6,153,0.31,,0.33,0.01,213.0,41.0,116.0,9.0,18.0,32.0,2,2,4,,,,11.937340549389301
Robby Ginepri,278365.93,15,0.48,0.51,0.26,0.48,75.0,68.0,31.0,4.0,18.0,37.0,3,3,5,0.14285714285714302,,0.214285714285714,12.5366918220801
Matwe Middelkoop,315703.67,197,0.33,0.99,0.01,0.01,349.0,242.0,489.0,6.0,18.0,36.0,3,3,1,,,,12.6625592994389
Eric Prodon,,83,0.05,0.01,0.06,,22.0,81.0,90.0,11.0,18.0,38.0,3,2,4,,,,
Roberto Bautista Agut,1097073.45,9,0.63,0.64,0.59,0.7,408.0,75.0,98.0,14.0,16.0,31.0,3,3,9,0.6363636363636359,0.0909090909090909,0.818181818181818,13.9081566923487
Bjorn Phau,116651.18,59,0.37,0.4,0.37,0.07,25.0,35.0,10.0,7.0,19.0,40.0,3,2,15,,,,11.666943393129198
Michael Llodra,568890.0,21,0.46,0.46,0.33,0.6,70.0,15.0,69.0,12.0,18.0,39.0,2,2,9,0.2,,0.33333333333333304,13.251442372802599
Michael Lammer,44456.25,150,0.23,0.33,0.09,,52.0,196.0,102.0,7.0,19.0,37.0,3,2,10,,,,10.7022608384818
James Ward,115402.17,89,0.29,0.33,0.01,0.3,356.0,278.0,10.0,9.0,19.0,33.0,3,3,6,,,,11.6561784370388
Jesse Witten,66843.67,163,0.18,0.25,0.01,0.01,92.0,12.0,432.0,5.0,22.0,37.0,3,3,10,,,,11.110111888443198
Tim Smyczek,183056.18,68,0.34,0.35,0.25,0.33,133.0,365.0,69.0,9.0,18.0,32.0,3,3,6,,,,12.117548379245902
Mikhail Kukushkin,356980.57,39,0.44,0.47,0.38,0.4,387.0,70.0,16.0,13.0,18.0,32.0,3,3,10,0.0714285714285714,,0.0714285714285714,12.785436633510301
Philipp Petzschner,365856.09,35,0.45,0.46,0.37,0.51,415.0,25.0,32.0,8.0,16.0,35.0,3,3,9,0.0909090909090909,,0.0909090909090909,12.8099953383401
Peter Polansky,111353.54,110,0.3,0.3,0.23,0.01,478.0,129.0,29.0,11.0,18.0,31.0,3,3,10,,,,11.620465463828099
Edouard Roger Vasselin,538544.55,35,0.4,0.4,0.38,0.46,121.0,103.0,8.0,12.0,18.0,36.0,3,3,9,,,,13.196625501961698
Zhe Li,68080.25,193,0.32,0.24,,,74.0,342.0,201.0,15.0,17.0,33.0,3,3,10,,,,11.128442435390902
Benjamin Becker,366632.0,35,0.41,0.4,0.25,0.54,134.0,524.0,362.0,9.0,23.0,38.0,3,3,9,,,0.0833333333333333,12.8121138991762
Yannick Mertens,250215.0,179,0.33,0.33,,,195.0,332.0,45.0,9.0,18.0,32.0,3,3,1,,,,12.430075827256301
Miguel Gallardo Valles,,189,0.51,0.62,0.44,,473.0,8.0,51.0,,,38.0,3,1,10,,,,
Albert Ramos,642002.73,17,0.48,0.38,0.55,0.33,61.0,269.0,281.0,10.0,19.0,32.0,2,3,4,,0.18181818181818202,0.18181818181818202,13.3723478349995
Alejandro Gonzalez,155892.14,70,0.3,0.33,0.28,0.01,265.0,39.0,398.0,8.0,17.0,31.0,3,3,14,,,,11.956919636840999
Olivier Rochus,343533.93,24,0.46,0.48,0.39,0.53,46.0,50.0,16.0,6.0,18.0,39.0,3,2,5,,0.14285714285714302,0.14285714285714302,12.747041163059
Kei Nishikori,1834356.23,4,0.68,0.68,0.71,0.62,317.0,223.0,355.0,8.0,17.0,30.0,3,3,15,0.7692307692307689,0.153846153846154,0.923076923076923,14.422204149578302
Alessio Di Mauro,135436.83,68,0.32,0.25,0.33,0.33,89.0,58.0,113.0,9.0,20.0,42.0,2,1,4,,,,11.8162606113352
Brydan Klein,134937.4,169,0.21,0.25,,0.17,306.0,367.0,49.0,10.0,15.0,30.0,3,3,10,,,,11.8125662461731
Alex Bogomolov Jr,149752.23,33,0.4,0.41,0.14,0.44,249.0,532.0,53.0,9.0,18.0,36.0,3,3,6,,,,11.916737407352601
Matthew Ebden,332352.6,39,0.37,0.38,0.07,0.44,354.0,210.0,47.0,12.0,18.0,32.0,3,3,6,,,,12.713951732517199
Peter Gojowczyk,256247.3,39,0.44,0.47,0.33,0.44,329.0,90.0,40.0,12.0,16.0,30.0,3,3,6,0.1,,0.1,12.453898272793902
David Nalbandian,793911.07,3,0.67,0.66,0.67,0.69,198.0,35.0,4.0,6.0,18.0,38.0,3,3,14,0.3571428571428571,0.28571428571428603,0.7857142857142858,13.5847267314376
Alexandros Jakupovic,12967.44,464,0.28,0.01,0.42,,113.0,97.0,256.0,,,38.0,3,1,4,,,,9.47019687926286
Ruben Bemelmans,183001.36,84,0.32,0.33,0.29,0.3,150.0,81.0,6.0,9.0,18.0,32.0,2,3,14,,,,12.1172488634899
Tsung Hua Yang,60739.0,164,0.22,0.24,,,135.0,208.0,37.0,6.0,14.0,28.0,3,3,10,,,,11.0143412748488
Peter Torebko,120438.0,182,0.01,,0.01,,18.0,78.0,239.0,4.0,20.0,32.0,3,3,1,,,,11.698890376679001
Guido Pella,476952.89,20,0.48,0.42,0.55,0.44,70.0,198.0,102.0,12.0,16.0,29.0,2,3,4,,0.111111111111111,0.111111111111111,13.0751730018904
Denis Matsukevitch,77118.0,234,0.25,0.01,0.01,,123.0,16.0,185.0,,,33.0,3,3,1,,,,11.253091995338199
Thomas Fabbiano,200639.78,70,0.31,0.27,0.25,0.57,144.0,129.0,187.0,12.0,15.0,30.0,3,3,9,,,,12.2092664399349
Igor Kunitsyn,178342.79,35,0.37,0.38,0.27,0.32,132.0,242.0,44.0,10.0,17.0,38.0,3,3,3,0.0714285714285714,,0.0714285714285714,12.0914627638415
Facundo Bagnis,156781.33,55,0.29,0.11,0.34,0.01,386.0,201.0,132.0,9.0,17.0,30.0,2,3,4,,,,11.962607310931599
Uladzimir Ignatik,80005.12,129,0.45,0.62,0.27,,441.0,241.0,31.0,10.0,16.0,29.0,3,3,10,,,,11.2898459116081
Ivan Dodig,713619.5,29,0.46,0.45,0.42,0.55,108.0,432.0,104.0,9.0,19.0,35.0,3,3,9,0.1,,0.1,13.4781051861078
Jorge Aguilar,47966.33,167,0.46,,0.4,,329.0,29.0,194.0,7.0,18.0,35.0,3,3,4,,,,10.7782545854197
Boris Pashanski,119663.57,55,0.37,0.38,0.38,0.01,455.0,124.0,55.0,5.0,18.0,37.0,3,1,14,,,,11.692439501030199
Yuichi Sugita,131695.71,36,0.39,0.39,0.19,0.5,157.0,42.0,119.0,,,31.0,3,3,9,,,0.0714285714285714,11.7882493131689
Martin Klizan,370009.85,24,0.49,0.45,0.56,0.24,211.0,372.0,79.0,8.0,17.0,30.0,2,3,4,0.153846153846154,0.307692307692308,0.46153846153846206,12.8212849058877
Jose Rubin Statham,20457.4,279,0.48,0.5,0.57,,229.0,302.0,146.0,9.0,16.0,32.0,3,1,14,,,,9.92609995420677
Julio Silva,49713.0,144,0.23,0.01,0.3,,97.0,26.0,74.0,10.0,19.0,40.0,3,3,4,,,,10.8140217472979
Jan Minar,265469.0,177,0.01,0.01,,,194.0,275.0,203.0,9.0,17.0,38.0,3,3,1,,,,12.4892533520184
Adrian Ungur,106299.67,79,0.3,0.38,0.3,0.01,165.0,11.0,30.0,9.0,18.0,35.0,3,2,10,,,,11.5740174599038
Stephane Bohli,29839.44,113,0.22,0.27,0.17,0.01,181.0,50.0,322.0,8.0,18.0,36.0,3,3,10,,,,10.303586287385599
Andre Ghem,105271.6,118,0.29,,0.29,,311.0,124.0,163.0,12.0,20.0,37.0,3,1,1,,,,11.5642989561419
Rui Machado,69274.08,59,0.35,0.22,0.43,0.01,93.0,134.0,634.0,9.0,17.0,35.0,3,3,4,,,,11.1458260892388
Franco Skugor,164731.5,145,0.26,0.31,0.27,0.01,328.0,136.0,32.0,,,32.0,3,3,14,,,,12.0120721547091
Nicolas Massu,241379.61,9,0.52,0.45,0.57,0.33,7.0,24.0,44.0,7.0,17.0,40.0,3,3,4,0.0555555555555556,0.277777777777778,0.33333333333333304,12.394126118460902
Vishnu Vardhan,80224.67,262,0.2,0.25,,0.01,159.0,118.0,177.0,4.0,20.0,32.0,3,3,1,,,,11.2925863525386
